,loudness,acousticness,tempo,energy,danceability
1054,-3.67,0.0201,114.061,0.75,0.772
1056,-12.029,0.0064,97.236,0.575,0.349
1057,-9.299,0.0621,139.977,0.838,0.696
1060,-4.296,0.22,130.448,0.817,0.656
1062,-12.695,0.896,119.959,0.318,0.614
1064,-8.598,0.723,120.008,0.332,0.619
1067,-6.754,0.254,91.031,0.769,0.594
1068,-4.593,0.127,125.989,0.955,0.707
1070,-4.095,0.00552,167.06,0.682,0.496
1071,-2.821,0.145,148.913,0.665,0.367
1072,-3.963,0.161,125.994,0.863,0.631
1073,-7.579,0.224,143.982,0.578,0.817
1074,-4.761,0.0933,119.947,0.862,0.645
1076,-6.019,0.0358,96.976,0.55,0.717
1078,-9.968,0.247,135.88,0.745,0.695
1080,-5.262,0.182,134.997,0.589,0.782
1081,-3.434,0.167,113.011,0.729,0.73
1082,-14.228,0.907,144.071,0.151,0.402
1083,-11.6,0.962,113.61,0.103,0.63
1085,-5.652,0.223,122.031,0.72,0.789
1086,-5.218,0.108,100.021,0.849,0.579
1087,-5.664,0.024,164.019,0.961,0.362
1093,-7.299,0.096,150.093,0.658,0.615
1094,-8.11,0.12,95.508,0.517,0.617
1096,-3.676,0.0691,98.007,0.752,0.654
1097,-4.774,0.164,139.988,0.619,0.495
1101,-6.85,0.451,141.869,0.637,0.434
1102,-2.052,0.0563,134.0,0.583,0.83
1103,-3.54,0.163,134.005,0.538,0.76
1104,-3.836,0.232,111.083,0.802,0.654
1107,-6.43,0.0556,141.95,0.732,0.562
1109,-10.72,0.0918,81.006,0.415,0.683
1112,-3.989,0.135,157.887,0.803,0.526
1113,-11.816,0.517,158.706,0.65,0.608
1114,-6.26,0.223,100.024,0.611,0.854
1118,-4.725,0.0134,146.0,0.803,0.541
1119,-4.725,0.0134,146.0,0.803,0.541
1120,-2.859,0.0219,146.041,0.928,0.53
1121,-5.123,0.000219,158.024,0.856,0.495
1122,-8.303,0.0846,127.812,0.455,0.717
1123,-7.454,0.217,102.931,0.463,0.855
1124,-6.748,0.000289,105.022,0.852,0.683
1126,-3.991,0.0273,130.032,0.728,0.527
1127,-4.504,0.497,86.957,0.769,0.552
1128,-5.574,0.0911,125.052,0.84,0.785
1131,-16.903,0.72,89.968,0.285,0.55
1134,-6.632,0.436,155.936,0.655,0.627
1135,-5.007,0.315,86.921,0.772,0.555
1136,-3.474,0.000247,132.059,0.922,0.617
1138,-8.097,0.561,129.982,0.275,0.825
1139,-8.753,0.044,113.968,0.554,0.846
1140,-5.35,0.000949,117.001,0.713,0.597
1143,-4.981,0.325,171.129,0.694,0.427
1145,-4.041,0.385,88.084,0.613,0.7
1146,-8.56,0.31,115.326,0.691,0.42
1148,-7.207,0.146,108.103,0.658,0.718
1151,-10.941,0.29,135.99,0.355,0.73
1152,-7.642,0.0657,84.654,0.525,0.739
1154,-4.873,0.000636,103.212,0.965,0.552
1158,-9.243,0.819,72.083,0.293,0.478
1160,-5.446,0.181,95.977,0.978,0.684
1162,-3.822,0.156,134.932,0.859,0.696
1163,-3.584,0.0686,108.0,0.911,0.615
1164,-8.343,0.104,100.009,0.295,0.813
1165,-10.459,0.171,114.04,0.593,0.804
1166,-6.242,0.358,100.087,0.689,0.57
1167,-4.771,0.591,120.055,0.448,0.794
1174,-10.64,0.27,109.967,0.437,0.745
1175,-8.772,0.0144,124.003,0.828,0.661
1177,-4.303,0.372,144.966,0.539,0.775
1178,-11.299,0.869,154.92,0.455,0.568
1180,-8.212,0.57,78.083,0.407,0.688
1181,-3.052,0.0304,91.519,0.85,0.763
1184,-5.6,0.204,104.01,0.696,0.585
1185,-8.421,0.0145,141.819,0.3,0.567
1187,-4.419,0.016,99.987,0.891,0.623
1188,-5.818,0.22,162.983,0.704,0.639
1189,-8.56,0.484,85.042,0.178,0.643
1190,-6.164,0.308,107.969,0.543,0.696
1192,-18.717,0.894,109.986,0.128,0.522
1201,-12.783,0.623,93.252,0.264,0.628
1202,-11.045,0.281,75.065,0.295,0.652
1203,-12.649,0.119,110.522,0.709,0.705
1204,-5.661,0.536,136.055,0.794,0.796
1211,-4.494,0.0788,121.968,0.832,0.83
1212,-7.134,0.843,104.998,0.515,0.853
1214,-8.815,0.13,153.119,0.628,0.574
1217,-4.593,0.225,91.018,0.59,0.492
1220,-10.635,0.726,149.6,0.456,0.506
1221,-5.295,0.346,141.971,0.683,0.518
1222,-4.22,0.0177,125.874,0.947,0.728
1225,-7.761,0.0826,110.005,0.759,0.672
1226,-5.609,0.00618,114.969,0.825,0.75
1227,-4.868,0.0232,135.007,0.834,0.461
1232,-1.248,0.0529,123.038,0.852,0.574
1234,-9.169,0.0884,119.933,0.481,0.693
1236,-8.98,0.796,97.281,0.396,0.729
1240,-6.86,0.064,82.019,0.747,0.816
1243,-14.632,0.393,97.074,0.531,0.639
1245,-5.604,0.195,85.036,0.705,0.621
1246,-8.128,0.242,122.043,0.665,0.829
1247,-4.099,0.438,116.959,0.753,0.784
1248,-7.328,0.563,169.81,0.595,0.597
1249,-10.343,0.00683,131.008,0.682,0.633
1251,-17.139,0.941,120.198,0.115,0.624
1254,-6.489,0.518,118.692,0.604,0.698
1255,-4.864,0.0449,125.963,0.562,0.708
1257,-6.865,0.0169,92.871,0.64,0.594
1258,-6.923,0.0298,121.991,0.78,0.728
1259,-11.795,0.175,126.975,0.711,0.771
1260,-4.924,0.0599,89.949,0.788,0.592
1261,-6.785,0.0131,123.042,0.535,0.749
1262,-3.516,0.017,120.029,0.945,0.645
1263,-6.1,0.216,92.008,0.659,0.771
1264,-6.081,0.141,118.026,0.68,0.78
1265,-6.081,0.141,118.026,0.68,0.78
1266,-6.709,0.262,135.494,0.911,0.574
1267,-4.915,0.303,111.933,0.729,0.371
1268,-6.388,0.0336,108.245,0.782,0.655
1270,-9.768,0.23,91.769,0.574,0.617
1277,-4.371,0.0632,90.405,0.821,0.371
1280,-9.282,0.706,169.93,0.494,0.412
1281,-6.904,0.2,89.99,0.738,0.834
1283,-7.388,0.0735,90.009,0.674,0.609
1285,-6.349,0.0265,145.957,0.695,0.512
1286,-3.908,0.000278,127.066,0.934,0.417
1289,-5.367,0.475,132.741,0.585,0.507
1290,-2.971,0.149,81.984,0.747,0.63
1291,-11.106,0.857,80.242,0.318,0.559
1293,-3.809,0.00988,145.111,0.985,0.637
1294,-10.781,0.748,82.007,0.373,0.472
1295,-10.577,0.851,144.164,0.243,0.437
1296,-8.387,0.101,94.023,0.283,0.895
1297,-15.15,0.899,111.787,0.116,0.492
1298,-14.145,0.801,144.73,0.196,0.435
1299,-4.85,0.00507,111.988,0.824,0.788
1300,-4.689,0.0384,102.071,0.791,0.72
1302,-15.06,0.857,139.585,0.251,0.605
1303,-6.765,0.228,151.393,0.775,0.536
1307,-3.727,0.0743,128.094,0.818,0.844
1309,-3.814,0.0167,150.086,0.904,0.572
1310,-3.991,0.0012,91.977,0.785,0.583
1311,-6.428,0.098,149.916,0.505,0.501
1312,-16.182,0.967,123.999,0.107,0.692
1313,-7.226,0.673,154.0,0.549,0.633
1317,-3.911,0.0283,127.966,0.869,0.616
1318,-4.1,0.0262,111.976,0.875,0.701
1320,-11.848,0.699,69.88,0.308,0.527
1325,-6.827,0.184,130.013,0.412,0.711
1326,-8.489,0.0135,102.484,0.523,0.714
1329,-3.534,0.000521,149.993,0.938,0.436
1330,-5.11,0.0194,75.229,0.641,0.42
1332,-5.092,0.0736,92.943,0.798,0.608
1334,-7.56,0.0535,110.04,0.672,0.659
1336,-9.639,0.0961,148.017,0.579,0.705
1341,-4.548,0.00106,119.997,0.871,0.656
1342,-5.181,0.0172,144.991,0.814,0.625
1343,-9.411,0.00558,118.034,0.77,0.702
1344,-5.846,0.00016,120.125,0.824,0.5
1345,-7.726,0.236,145.001,0.532,0.563
1346,-4.573,0.000965,149.877,0.929,0.361
1347,-12.401,0.767,117.001,0.388,0.691
1350,-5.745,0.431,98.523,0.444,0.393
1351,-5.206,0.000329,120.102,0.928,0.543
1352,-5.629,0.761,73.457,0.554,0.605
1354,-8.373,0.394,130.048,0.393,0.707
1355,-6.774,0.759,124.022,0.595,0.663
1357,-3.306,0.191,90.004,0.819,0.678
1358,-9.338,0.174,113.958,0.52,0.782
1359,-2.652,0.11,93.989,0.86,0.737
1360,-4.105,9.54e-06,137.731,0.987,0.451
1361,-8.708,0.0425,145.022,0.348,0.639
1362,-4.02,0.354,86.482,0.504,0.534
1365,-6.671,0.219,74.984,0.658,0.58
1366,-5.322,0.07,146.113,0.714,0.556
1369,-7.392,0.431,122.991,0.757,0.544
1370,-9.351,0.297,107.814,0.631,0.683
1371,-4.95,0.643,113.82,0.465,0.599
1372,-6.279,0.0372,130.027,0.671,0.719
1373,-4.833,0.00483,143.929,0.718,0.636
1374,-7.298,0.605,82.79,0.444,0.432
1378,-8.238,0.232,172.076,0.462,0.573
1381,-4.972,0.0654,122.017,0.705,0.664
1382,-8.736,0.00146,113.937,0.39,0.6
1386,-10.299,0.618,106.012,0.529,0.611
1387,-2.18,0.515,140.141,0.74,0.736
1388,-5.679,0.441,146.998,0.678,0.696
1389,-2.951,0.181,84.139,0.723,0.377
1390,-13.53,0.813,93.025,0.274,0.635
1391,-7.177,0.00493,108.992,0.514,0.797
1392,-9.359,0.0487,105.032,0.596,0.769
1393,-6.603,0.000162,153.059,0.993,0.407
1394,-4.008,0.408,137.688,0.913,0.454
1398,-5.294,0.0485,107.987,0.734,0.696
1399,-6.556,0.0366,97.973,0.614,0.765
1403,-13.341,0.888,140.07,0.288,0.636
1404,-4.891,0.00269,108.033,0.656,0.581
1406,-6.132,0.501,138.007,0.652,0.626
1410,-8.532,0.18,155.583,0.601,0.594
1411,-4.576,0.223,78.974,0.689,0.655
1412,-6.589,0.102,115.904,0.738,0.726
1416,-5.856,0.12,111.938,0.561,0.641
1417,-8.452,0.217,101.017,0.608,0.781
1420,-2.704,0.00173,124.071,0.975,0.613
1421,-5.545,0.0772,139.968,0.725,0.709
1422,-2.659,0.00382,126.011,0.975,0.7
1423,-3.106,0.0214,154.004,0.991,0.558
1426,-8.287,0.0807,114.009,0.555,0.641
1427,-3.398,0.0338,119.963,0.861,0.663
1428,-7.87,0.283,134.959,0.632,0.754
1429,-4.853,0.000176,137.936,0.879,0.573
1434,-3.428,0.231,115.006,0.696,0.767
1436,-8.677,0.00841,78.805,0.462,0.594
1438,-9.461,0.0678,85.012,0.521,0.588
1440,-6.143,0.235,121.876,0.663,0.834
1441,-8.205,0.14,127.916,0.65,0.722
1443,-7.822,0.476,139.768,0.546,0.61
1445,-8.424,0.0721,149.146,0.534,0.754
1447,-15.25,0.816,114.82,0.275,0.593
1449,-6.529,0.101,119.896,0.741,0.72
1450,-9.789,0.0442,119.982,0.727,0.751
1451,-7.513,0.447,102.998,0.52,0.741
1452,-8.284,0.768,74.953,0.328,0.629
1454,-8.157,0.0481,139.089,0.757,0.47
1459,-6.219,0.0158,99.702,0.626,0.43
1460,-10.983,0.68,150.047,0.387,0.623
1462,-8.393,0.0118,135.053,0.658,0.593
1464,-5.548,0.0381,107.025,0.839,0.837
1465,-5.635,0.0408,124.995,0.959,0.694
1466,-2.233,0.304,86.025,0.617,0.509
1467,-7.086,0.67,86.066,0.415,0.587
1468,-6.123,0.00314,131.934,0.585,0.647
1469,-4.023,0.446,172.041,0.784,0.603
1470,-7.797,0.0955,114.959,0.677,0.682
1471,-10.615,0.684,89.061,0.404,0.555
1472,-10.603,0.389,91.959,0.328,0.625
1473,-3.893,0.442,90.037,0.676,0.541
1475,-6.052,0.479,135.951,0.598,0.552
1478,-11.776,0.689,110.862,0.378,0.439
1481,-6.278,0.48,138.014,0.441,0.881
1491,-8.427,0.52,105.016,0.396,0.781
1492,-5.872,0.127,104.956,0.651,0.719
1493,-5.651,0.00189,132.001,0.831,0.703
1494,-7.239,0.899,94.043,0.43,0.902
1495,-4.249,0.00531,99.934,0.899,0.708
1496,-8.166,0.0297,104.97,0.545,0.461
1497,-7.929,0.0207,104.943,0.534,0.591
1501,-5.825,0.00126,121.951,0.704,0.487
1502,-7.136,0.758,124.749,0.592,0.711
1504,-9.435,0.115,154.042,0.956,0.568
1505,-4.846,0.424,105.04,0.828,0.799
1506,-7.496,0.697,142.921,0.494,0.708
1507,-3.015,0.19,89.938,0.71,0.505
1508,-10.654,0.0183,149.872,0.55,0.544
1509,-10.596,0.0176,150.038,0.543,0.532
1510,-4.745,0.0073,130.063,0.685,0.678
1512,-5.04,0.137,79.488,0.755,0.463
1515,-6.17,0.00928,120.311,0.782,0.528
1516,-9.178,0.0312,115.97,0.545,0.615
1517,-4.126,3.2e-05,133.017,0.988,0.465
1520,-5.427,0.238,150.04,0.96,0.34
1521,-1.421,0.343,150.075,0.864,0.507
1522,-4.565,0.577,121.15,0.606,0.448
1528,-2.48,0.184,81.02,0.974,0.716
1530,-6.077,0.127,107.998,0.881,0.8
1533,-3.231,1.66e-06,128.011,0.918,0.801
1539,-7.379,0.383,147.805,0.518,0.472
1540,-7.163,0.111,133.629,0.525,0.586
1541,-5.462,0.0826,95.018,0.705,0.598
1550,-5.005,0.633,149.966,0.859,0.59
1552,-9.806,0.842,92.962,0.473,0.655
1553,-4.583,0.0576,132.992,0.933,0.733
1556,-4.506,0.356,121.956,0.743,0.778
1557,-5.799,0.102,100.013,0.779,0.622
1558,-7.564,0.0968,145.038,0.541,0.841
1559,-16.858,0.629,149.945,0.384,0.664
1560,-7.142,0.00942,110.999,0.938,0.735
1561,-4.687,0.00772,119.997,0.782,0.708
1567,-5.655,0.686,169.897,0.821,0.657
1568,-6.043,0.0158,117.052,0.613,0.825
1569,-8.698,0.0253,173.083,0.621,0.473
1571,-12.466,0.89,91.116,0.161,0.641
1573,-10.668,0.23,85.486,0.582,0.688
1576,-11.731,0.799,80.259,0.136,0.558
1577,-4.755,0.0512,127.964,0.894,0.604
1578,-6.905,0.137,111.979,0.644,0.68
1579,-7.596,0.186,85.03,0.532,0.548
1580,-5.573,0.000422,125.003,0.892,0.636
1583,-3.536,0.0191,92.034,0.793,0.559
1584,-5.144,0.193,144.952,0.707,0.665
1585,-5.093,0.028,115.031,0.723,0.849
1587,-4.6,0.177,98.995,0.86,0.61
1603,-4.521,0.0123,123.95,0.793,0.793
1615,-3.692,0.193,112.009,0.632,0.856
1616,-5.22,0.019,75.05,0.695,0.689
1618,-5.084,0.222,124.015,0.747,0.621
1621,-4.506,0.598,76.928,0.772,0.721
1622,-3.857,0.00173,145.965,0.901,0.42
1624,-6.447,0.0084,140.047,0.962,0.46
1625,-9.931,0.265,118.019,0.64,0.74
1627,-12.255,0.00168,125.166,0.622,0.623
1629,-6.569,0.237,162.22,0.743,0.615
1630,-8.957,0.198,119.992,0.419,0.846
1633,-4.402,0.0916,109.725,0.609,0.828
1634,-17.582,0.887,120.066,0.274,0.616
1635,-3.758,0.161,130.093,0.968,0.812
1636,-4.863,0.0303,129.939,0.82,0.668
1637,-3.758,0.161,130.093,0.968,0.812
1638,-8.38,0.519,94.742,0.534,0.362
1640,-7.583,0.397,78.031,0.476,0.392
1642,-5.303,0.0237,126.017,0.847,0.627
1644,-3.947,0.00252,79.967,0.726,0.609
1645,-2.827,0.000478,118.989,0.89,0.612
1647,-5.441,0.583,159.983,0.666,0.663
1648,-8.447,0.251,135.95,0.525,0.654
1649,-9.744,0.0644,120.151,0.492,0.828
1653,-4.527,0.127,113.99,0.927,0.656
1654,-4.175,0.0469,128.062,0.886,0.665
1655,-6.83,0.222,104.985,0.598,0.705
1657,-5.185,0.00928,169.881,0.754,0.368
1658,-5.287,0.343,154.825,0.903,0.759
1659,-8.571,0.35,76.986,0.415,0.883
1660,-7.043,0.361,88.794,0.551,0.466
1666,-5.856,0.0296,76.96,0.422,0.569
1667,-5.498,0.175,110.001,0.917,0.833
1670,-9.648,0.0709,156.042,0.65,0.592
1672,-3.724,0.00379,119.975,0.783,0.751
1673,-4.403,0.256,123.768,0.594,0.492
1674,-6.26,0.0501,128.993,0.716,0.733
1678,-2.892,0.00288,109.985,0.723,0.755
1682,-2.986,0.0649,150.147,0.753,0.404
1685,-4.819,0.0624,105.017,0.861,0.545
1686,-5.407,0.469,175.686,0.445,0.418
1688,-5.731,0.411,128.073,0.593,0.574
1689,-9.364,0.558,109.921,0.42,0.505
1690,-3.387,0.0932,170.041,0.873,0.344
1692,-5.212,0.159,84.033,0.752,0.54
1693,-3.241,0.0348,121.212,0.639,0.734
1695,-7.063,0.0347,124.857,0.577,0.669
1698,-11.75,0.653,143.767,0.509,0.479
1699,-9.612,0.717,116.988,0.63,0.361
1701,-6.372,0.00512,129.995,0.746,0.682
1703,-7.627,0.00543,120.041,0.797,0.611
1704,-4.997,0.044,127.49,0.987,0.769
1705,-6.439,0.0104,118.159,0.67,0.588
1706,-6.742,0.562,123.075,0.553,0.598
1707,-4.691,0.0102,166.018,0.619,0.605
1709,-10.596,0.000441,119.989,0.73,0.578
1710,-14.291,0.849,93.358,0.327,0.394
1713,-3.346,0.0781,149.935,0.904,0.673
1714,-6.297,0.077,170.138,0.616,0.58
1715,-7.729,0.0715,118.974,0.528,0.785
1716,-6.361,0.224,100.035,0.555,0.77
1717,-8.485,0.767,121.885,0.406,0.688
1721,-5.837,0.063,114.96,0.669,0.794
1726,-8.03,0.227,96.917,0.543,0.82
1728,-4.784,0.141,150.1,0.829,0.503
1729,-8.412,0.00277,123.296,0.834,0.566
1737,-18.558,0.0824,89.963,0.329,0.548
1741,-5.736,0.368,110.545,0.567,0.334
1742,-5.999,0.948,82.965,0.293,0.481
1743,-6.847,0.107,104.972,0.831,0.71
1746,-6.217,0.0158,77.935,0.615,0.424
1747,-8.111,0.0643,95.115,0.547,0.488
1749,-4.51,0.0417,108.02,0.848,0.723
1750,-5.654,0.0698,122.949,0.571,0.659
1751,-7.066,0.847,129.953,0.57,0.734
1753,-9.037,0.747,73.801,0.427,0.599
1756,-6.542,0.0191,156.957,0.648,0.55
1757,-5.098,0.271,79.918,0.61,0.498
1758,-9.924,0.265,160.125,0.673,0.495
1759,-10.54,0.477,131.468,0.672,0.478
1760,-11.564,0.97,109.541,0.294,0.339
1763,-7.749,0.0842,94.984,0.717,0.837
1765,-5.094,0.38,165.959,0.71,0.645
1767,-9.96,0.787,145.675,0.357,0.428
1770,-2.816,0.298,172.038,0.948,0.765
1776,-9.675,0.511,106.027,0.512,0.631
1777,-10.489,0.295,76.004,0.446,0.639
1778,-3.08,0.000262,119.988,0.928,0.594
1781,-5.595,0.192,87.436,0.678,0.292
1782,-7.892,0.289,166.99,0.515,0.554
1784,-3.793,0.0434,165.0,0.922,0.537
1786,-4.351,0.139,90.04,0.634,0.711
1787,-12.703,0.885,141.399,0.338,0.415
1791,-7.621,0.0758,114.998,0.728,0.693
1792,-6.057,0.0191,104.721,0.66,0.498
1794,-3.554,0.111,135.095,0.978,0.554
1796,-9.689,0.547,147.557,0.338,0.395
1797,-5.363,0.139,82.964,0.656,0.703
1798,-4.817,0.212,149.877,0.553,0.447
1799,-3.874,0.0341,139.988,0.861,0.634
1800,-8.645,0.32,81.043,0.37,0.641
1803,-5.531,0.717,112.028,0.609,0.604
1804,-11.304,0.919,100.111,0.248,0.692
1805,-16.536,0.487,107.994,0.241,0.704
1807,-6.754,0.179,118.305,0.483,0.45
1811,-6.175,0.0183,139.967,0.777,0.469
1813,-6.502,0.839,110.011,0.267,0.567
1814,-6.784,0.565,157.027,0.762,0.635
1815,-6.442,0.0175,120.013,0.574,0.669
1816,-9.259,0.721,130.024,0.541,0.69
1817,-10.348,0.471,128.044,0.352,0.69
1818,-9.542,0.79,113.809,0.347,0.552
1821,-6.373,0.0324,173.978,0.677,0.517
1822,-10.459,0.0306,149.975,0.582,0.679
1824,-3.715,0.0711,173.935,0.735,0.465
1825,-4.272,0.154,144.105,0.668,0.699
1826,-9.448,0.291,89.018,0.714,0.666
1827,-8.847,0.493,110.078,0.493,0.806
1828,-4.497,0.00665,104.496,0.761,0.661
1830,-6.621,0.469,113.945,0.578,0.672
1832,-5.393,0.365,98.014,0.712,0.733
1834,-6.681,0.0577,140.051,0.644,0.617
1835,-3.825,0.0392,146.996,0.639,0.833
1841,-10.594,0.24,78.138,0.384,0.487
1842,-5.58,0.00696,105.992,0.794,0.604
1843,-4.37,0.00437,93.986,0.877,0.49
1844,-7.993,0.0498,151.974,0.446,0.708
1845,-7.534,0.458,110.036,0.448,0.753
1846,-7.693,0.0144,99.974,0.697,0.746
1847,-5.015,0.0183,110.002,0.809,0.769
1848,-12.696,0.787,80.111,0.227,0.412
1849,-8.911,0.0567,103.041,0.394,0.7
1850,-6.489,0.108,91.976,0.698,0.71
1851,-7.359,0.702,144.99,0.483,0.617
1852,-8.214,0.162,165.736,0.596,0.55
1853,-10.189,0.747,110.158,0.418,0.607
1854,-3.112,0.17,112.914,0.84,0.662
1856,-8.301,0.428,106.818,0.554,0.61
1857,-9.203,0.419,135.671,0.481,0.752
1859,-13.878,0.498,122.979,0.469,0.558
1860,-9.003,0.0255,125.027,0.591,0.677
1861,-3.198,0.00919,98.068,0.951,0.518
1862,-4.487,0.00774,164.032,0.852,0.466
1863,-3.169,0.00612,92.078,0.859,0.417
1864,-4.799,0.693,112.104,0.621,0.718
1865,-7.916,0.559,102.049,0.551,0.859
1866,-4.997,0.204,172.142,0.611,0.62
1867,-3.678,0.000522,99.998,0.789,0.516
1869,-4.402,0.0242,115.034,0.827,0.596
1871,-7.374,0.393,113.927,0.634,0.704
1873,-5.902,0.111,107.005,0.582,0.902
1876,-11.576,0.897,117.953,0.196,0.423
1877,-6.385,0.293,165.076,0.642,0.666
1882,-5.248,0.101,82.498,0.643,0.759
1884,-9.007,0.128,121.937,0.445,0.73
1892,-7.002,0.0179,100.029,0.6,0.559
1893,-7.372,0.0835,145.562,0.582,0.371
1894,-6.208,0.217,124.988,0.513,0.806
1897,-14.256,0.453,119.416,0.26,0.668
1898,-14.256,0.453,119.416,0.26,0.668
1899,-12.269,0.549,119.954,0.298,0.591
1901,-15.61,0.417,173.325,0.666,0.499
1907,-8.056,0.818,78.324,0.51,0.585
1911,-6.616,0.0361,100.008,0.672,0.606
1913,-12.708,0.317,139.931,0.461,0.421
1916,-7.779,0.161,104.059,0.479,0.87
1917,-12.184,0.776,83.57,0.227,0.532
1918,-11.109,0.89,108.008,0.233,0.731
1919,-4.569,0.0183,113.023,0.8,0.535
1921,-12.432,0.366,156.005,0.492,0.632
1923,-4.456,0.0368,120.005,0.82,0.672
1925,-7.781,0.92,79.983,0.459,0.563
1926,-7.119,0.873,84.988,0.355,0.646
1929,-12.691,0.0226,170.826,0.736,0.303
1931,-10.481,0.573,122.063,0.221,0.556
1935,-11.807,0.0108,129.062,0.445,0.492
1936,-6.068,0.0448,144.654,0.664,0.574
1937,-7.516,0.201,132.77,0.663,0.64
1940,-8.569,0.103,122.054,0.61,0.797
1943,-6.091,0.13,119.92,0.745,0.826
1944,-7.873,0.105,79.962,0.598,0.629
1947,-0.818,0.0136,128.129,0.965,0.882
1949,-6.961,0.632,97.07,0.448,0.513
1954,-6.96,0.0336,95.091,0.736,0.631
1956,-16.765,0.367,154.924,0.482,0.543
1957,-13.313,0.92,100.253,0.433,0.392
1967,-7.289,0.827,116.332,0.308,0.437
1977,-7.556,0.142,145.111,0.538,0.59
1982,-7.257,0.588,143.921,0.532,0.499
1984,-5.69,0.0012,112.542,0.719,0.674
1986,-3.681,0.0141,104.003,0.714,0.745
1987,-3.374,0.0735,99.943,0.876,0.624
1988,-6.765,0.742,119.854,0.403,0.364
1993,-10.05,0.0655,79.975,0.514,0.647
2002,-6.267,0.456,142.028,0.78,0.705
2004,-4.597,0.202,109.973,0.797,0.843
2005,-16.541,0.72,118.917,0.235,0.498
2006,-6.844,0.177,139.963,0.591,0.684
2008,-7.777,0.608,134.014,0.588,0.758
2010,-8.217,0.552,144.015,0.503,0.667
2011,-5.569,0.185,153.96,0.741,0.601
2012,-4.191,0.0165,114.981,0.806,0.791
2016,-5.656,0.0658,130.099,0.643,0.631
2017,-5.984,0.0134,103.053,0.834,0.679
2018,-9.15,0.154,139.976,0.68,0.607
2019,-7.201,0.000736,117.988,0.753,0.738
2020,-4.311,0.016,122.015,0.887,0.807
2023,-6.402,0.484,68.156,0.586,0.382
2025,-7.908,0.0026,108.028,0.632,0.53
2026,-3.487,0.000306,155.967,0.951,0.409
2027,-9.655,0.02,119.528,0.491,0.749
2032,-6.361,0.18,97.537,0.583,0.758
2033,-6.521,0.0343,110.018,0.602,0.819
2034,-6.825,0.568,124.959,0.541,0.851
2036,-11.153,0.833,131.667,0.439,0.557
2037,-8.127,0.279,99.905,0.363,0.627
2040,-5.204,0.00123,134.034,0.879,0.636
2041,-8.035,0.23,103.96,0.499,0.741
2043,-10.004,0.177,119.695,0.434,0.51
2045,-8.185,0.228,81.967,0.498,0.665
2048,-0.503,0.00114,145.051,0.992,0.467
2050,-1.477,0.000661,128.024,0.955,0.725
2053,-13.345,0.788,112.033,0.309,0.372
2055,-7.108,0.0535,109.981,0.66,0.786
2057,-9.257,0.44,118.019,0.589,0.484
2061,-17.165,0.91,124.363,0.0989,0.601
2062,-5.961,0.129,118.002,0.642,0.664
2063,-8.902,0.0204,77.427,0.506,0.609
2064,-6.155,0.302,84.846,0.587,0.48
2065,-4.462,0.00697,126.092,0.669,0.552
2067,-4.901,0.904,71.869,0.347,0.847
2068,-9.798,0.731,74.028,0.301,0.758
2069,-6.706,0.566,96.784,0.454,0.545
2070,-5.337,0.0806,123.982,0.839,0.817
2071,-6.746,0.328,99.998,0.689,0.766
2072,-3.392,0.274,99.988,0.877,0.558
2073,-14.377,0.444,87.111,0.449,0.469
2074,-8.377,0.00858,139.064,0.579,0.478
2075,-7.631,0.07,82.947,0.452,0.594
2076,-5.665,0.0313,130.086,0.677,0.483
2078,-3.875,0.456,150.068,0.653,0.548
2079,-12.304,0.821,138.263,0.522,0.739
2084,-5.376,0.0302,119.986,0.689,0.617
2087,-7.582,0.806,79.997,0.518,0.771
2089,-7.414,0.243,146.033,0.534,0.566
2090,-7.125,0.0238,79.996,0.61,0.577
2091,-3.642,0.153,149.939,0.862,0.631
2094,-8.789,0.869,171.361,0.295,0.298
2096,-12.556,0.0143,145.967,0.402,0.746
2097,-2.293,0.331,138.091,0.904,0.598
2098,-14.083,0.882,80.824,0.137,0.458
2100,-3.17,0.102,97.967,0.803,0.574
2102,-5.049,0.679,108.052,0.797,0.579
2106,-6.608,0.00703,98.037,0.765,0.575
2112,-8.492,0.0671,98.483,0.384,0.848
2114,-6.924,0.12,151.947,0.511,0.81
2116,-6.638,0.000282,150.011,0.621,0.908
2119,-3.586,0.718,83.648,0.904,0.415
2120,-9.465,0.86,116.556,0.364,0.548
2122,-6.131,0.597,108.88,0.49,0.72
2124,-5.081,0.599,79.895,0.899,0.494
2125,-11.575,0.855,77.765,0.204,0.507
2126,-10.072,0.889,127.413,0.328,0.674
2129,-4.343,0.0654,84.786,0.873,0.421
2134,-3.004,0.00609,139.956,0.836,0.636
2135,-8.597,0.324,104.0,0.603,0.565
2136,-5.871,0.354,159.91,0.557,0.616
2137,-3.845,0.00506,120.049,0.834,0.665
2138,-10.237,0.705,103.974,0.31,0.647
2140,-7.355,0.536,89.792,0.385,0.522
2141,-2.749,0.191,100.015,0.792,0.687
2144,-7.984,0.00154,118.031,0.462,0.765
2145,-10.99,0.969,70.499,0.119,0.467
2150,-4.811,0.0982,130.158,0.896,0.562
2151,-4.53,0.22,114.028,0.783,0.824
2152,-7.895,0.845,81.899,0.317,0.407
2153,-3.027,0.0899,104.017,0.833,0.906
2154,-8.898,0.0427,123.474,0.716,0.817
2156,-6.203,0.162,140.095,0.751,0.721
2157,-6.086,0.475,98.008,0.76,0.653
